Trading date,open,close,high,low,volume
1987-04-27,281.52,281.83,284.45,276.22,222700000.0
1987-04-28,281.83,282.51,285.95,281.83,180100000.0
1987-04-29,282.58,284.57,286.42,282.58,173600000.0
1987-04-30,284.58,288.36,290.08,284.57,183100000.0
1987-05-01,286.99,288.03,289.71,286.52,160100000.0
1987-05-04,288.02,289.36,289.99,286.39,140600000.0
1987-05-05,289.36,295.34,295.4,289.34,192300000.0
1987-05-06,295.35,295.47,296.19,293.6,196600000.0
1987-05-07,295.45,294.71,296.8,294.07,215200000.0
1987-05-08,294.73,293.37,296.18,291.73,161900000.0
1987-05-11,293.37,291.57,298.69,291.55,203700000.0
1987-05-12,291.57,293.3,293.3,290.18,155300000.0
1987-05-13,293.31,293.98,294.54,290.74,171000000.0
1987-05-14,293.98,294.24,295.1,292.95,152000000.0
1987-05-15,294.23,287.43,294.24,287.11,180800000.0
1987-05-18,287.43,286.65,287.43,282.57,174200000.0
1987-05-19,286.66,279.62,287.39,278.83,175400000.0
1987-05-20,279.62,278.21,280.89,277.01,206800000.0
1987-05-21,278.23,280.17,282.31,278.21,164800000.0
1987-05-22,280.17,282.16,283.33,280.17,135800000.0
1987-05-26,282.16,289.11,289.11,282.16,152500000.0
1987-05-27,289.07,288.73,290.78,288.19,171400000.0
1987-05-28,288.73,290.76,291.5,286.33,153800000.0
1987-05-29,290.77,290.1,292.87,289.7,153500000.0
1987-06-01,290.12,289.83,291.96,289.23,149300000.0
1987-06-02,289.82,288.46,290.94,286.93,153400000.0
1987-06-03,288.56,293.47,293.47,288.56,164200000.0
1987-06-04,293.46,295.09,295.09,292.76,140300000.0
1987-06-05,295.11,293.45,295.11,292.8,129100000.0
1987-06-08,293.46,296.72,297.03,291.55,136400000.0
1987-06-09,296.72,297.28,297.59,295.9,164200000.0
1987-06-10,297.28,297.47,300.81,295.66,197400000.0
1987-06-11,297.5,298.73,298.94,297.47,138900000.0
1987-06-12,298.77,301.62,302.26,298.73,175100000.0
1987-06-15,301.62,303.14,304.11,301.62,156900000.0
1987-06-16,303.12,304.76,304.86,302.6,157800000.0
1987-06-17,304.77,304.81,305.74,304.03,184700000.0
1987-06-18,304.78,305.69,306.13,303.38,168600000.0
1987-06-19,305.71,306.97,306.97,305.55,220500000.0
1987-06-22,306.98,309.65,310.2,306.97,178200000.0
1987-06-23,309.66,308.43,310.27,307.48,194200000.0
1987-06-24,308.44,306.86,308.91,306.32,153800000.0
1987-06-25,306.87,308.96,309.44,306.86,173500000.0
1987-06-26,308.94,307.16,308.96,306.36,150500000.0
1987-06-29,307.15,307.9,308.15,306.75,142500000.0
1987-06-30,307.89,304.0,308.0,303.01,165500000.0
1987-07-01,303.99,302.94,304.0,302.53,157000000.0
1987-07-02,302.96,305.63,306.34,302.94,154900000.0
1987-07-06,305.64,304.92,306.75,304.23,155000000.0
1987-07-07,304.91,307.4,308.63,304.73,200700000.0
1987-07-08,307.41,308.29,308.48,306.01,207500000.0
1987-07-09,308.3,307.52,309.56,307.42,195400000.0
1987-07-10,307.55,308.37,308.4,306.96,172100000.0
1987-07-13,308.41,307.63,308.41,305.49,152500000.0
1987-07-14,307.67,310.68,310.69,307.46,185900000.0
1987-07-15,310.67,310.42,312.08,309.07,202300000.0
1987-07-16,311.0,312.7,312.83,310.42,210900000.0
1987-07-17,312.71,314.59,314.59,312.38,210000000.0
1987-07-20,314.56,311.39,314.59,311.24,168100000.0
1987-07-21,311.36,308.55,312.41,307.51,186600000.0
1987-07-22,308.56,308.47,309.12,307.22,174700000.0
1987-07-23,308.5,307.81,309.63,306.1,163700000.0
1987-07-24,307.82,309.27,309.28,307.78,158400000.0
1987-07-27,309.3,310.65,310.7,308.61,152000000.0
1987-07-28,310.65,312.33,312.33,310.28,172600000.0
1987-07-29,312.34,315.65,315.65,311.73,196200000.0
1987-07-30,315.69,318.05,318.53,315.65,208000000.0
1987-07-31,318.05,318.66,318.85,317.56,181900000.0
1987-08-03,318.62,317.57,320.26,316.52,207800000.0
1987-08-04,317.59,316.23,318.25,314.51,166500000.0
1987-08-05,316.25,318.45,319.74,316.23,192700000.0
1987-08-06,318.49,322.09,322.09,317.5,192000000.0
1987-08-07,322.1,323.0,324.15,321.82,212700000.0
1987-08-10,322.98,328.0,328.0,322.95,187200000.0
1987-08-11,328.02,333.33,333.4,328.0,278100000.0
1987-08-12,333.32,332.39,334.57,331.06,235800000.0
1987-08-13,332.38,334.65,335.52,332.38,217100000.0
1987-08-14,334.63,333.99,336.08,332.63,196100000.0
1987-08-17,333.98,334.11,335.43,332.88,166100000.0
1987-08-18,334.1,329.25,334.11,326.43,198400000.0
1987-08-19,329.26,329.83,329.89,326.54,180900000.0
1987-08-20,331.49,334.84,335.19,329.83,196600000.0
1987-08-21,334.85,335.9,336.37,334.3,189600000.0
1987-08-24,335.89,333.33,335.9,331.92,149400000.0
1987-08-25,333.37,336.77,337.89,333.33,213500000.0
1987-08-26,336.77,334.57,337.39,334.46,196200000.0
1987-08-27,334.56,331.38,334.57,331.1,163600000.0
1987-08-28,331.37,327.04,331.38,327.03,156300000.0
1987-08-31,327.03,329.8,330.09,326.99,165800000.0
1987-09-01,329.81,323.4,332.18,322.83,193500000.0
1987-09-02,323.4,321.68,324.53,318.76,199900000.0
1987-09-03,321.47,320.21,324.29,317.39,165200000.0
1987-09-04,320.21,316.7,322.03,316.53,129100000.0
1987-09-08,316.68,313.56,316.7,308.56,242900000.0
1987-09-09,313.6,313.92,315.41,312.29,164900000.0
1987-09-10,313.92,317.13,317.59,313.92,179800000.0
1987-09-11,317.14,321.98,322.45,317.13,178000000.0
1987-09-14,322.02,323.08,323.81,320.4,154400000.0
1987-09-15,323.07,317.74,323.08,317.63,136200000.0
1987-09-16,317.75,314.86,319.5,314.61,195700000.0
1987-09-17,314.94,314.93,316.08,313.45,150700000.0
1987-09-18,314.98,314.86,316.99,314.86,188100000.0
1987-09-21,314.92,310.54,317.66,310.12,170100000.0
1987-09-22,310.54,319.5,319.51,308.69,209500000.0
1987-09-23,319.49,321.19,321.83,319.12,220300000.0
1987-09-24,321.09,319.72,322.01,319.12,162200000.0
1987-09-25,319.72,320.16,320.55,318.1,138000000.0
1987-09-28,320.16,323.2,325.33,320.16,188100000.0
1987-09-29,323.2,321.69,324.63,320.27,173500000.0
1987-09-30,321.69,321.83,322.53,320.16,183100000.0
1987-10-01,321.83,327.33,327.34,321.83,193200000.0
1987-10-02,327.33,328.07,328.94,327.22,189100000.0
1987-10-05,328.07,328.08,328.57,326.09,159700000.0
1987-10-06,328.08,319.22,328.08,319.17,175600000.0
1987-10-07,319.22,318.54,319.39,315.78,186300000.0
1987-10-08,318.54,314.16,319.34,312.02,198700000.0
1987-10-09,314.16,311.07,315.04,310.97,158300000.0
1987-10-12,311.07,309.39,311.07,306.76,141900000.0
1987-10-13,309.39,314.52,314.53,309.39,172900000.0
1987-10-14,314.52,305.23,314.52,304.78,207400000.0
1987-10-15,305.21,298.08,305.23,298.07,263200000.0
1987-10-16,298.08,282.7,298.92,281.52,338500000.0
1987-10-19,282.7,224.84,282.7,224.83,604300000.0
1987-10-20,225.06,236.83,245.62,216.46,608100000.0
1987-10-21,236.83,258.38,259.27,236.83,449600000.0
1987-10-22,258.24,248.25,258.38,242.99,392200000.0
1987-10-23,248.29,248.22,250.7,242.76,245600000.0
1987-10-26,248.2,227.67,248.22,227.26,308800000.0
1987-10-27,227.67,233.19,237.81,227.67,260200000.0
1987-10-28,233.19,233.28,238.58,226.26,279400000.0
1987-10-29,233.31,244.77,246.69,233.28,258100000.0
1987-10-30,244.77,251.79,254.04,244.77,303400000.0
1987-11-02,251.73,255.75,255.75,249.15,176000000.0
1987-11-03,255.75,250.82,255.75,242.78,227800000.0
1987-11-04,250.81,248.96,251.0,246.34,202500000.0
1987-11-05,248.93,254.48,256.09,247.72,226000000.0
1987-11-06,254.49,250.41,257.21,249.68,228290000.0
1987-11-09,250.41,243.17,250.41,243.01,160690000.0
1987-11-10,243.14,239.0,243.17,237.64,184310000.0
1987-11-11,239.01,241.9,243.86,239.0,147850000.0
1987-11-12,241.93,248.52,249.9,241.9,206280000.0
1987-11-13,248.54,245.64,249.42,245.64,174920000.0
1987-11-16,245.69,246.76,249.54,244.98,164340000.0
1987-11-17,246.73,243.04,246.76,240.81,148240000.0
1987-11-18,243.09,245.55,245.55,240.67,158270000.0
1987-11-19,245.54,240.05,245.55,239.7,157140000.0
1987-11-20,240.04,242.0,242.01,235.89,189170000.0
1987-11-23,242.0,242.99,242.99,240.5,143160000.0
1987-11-24,242.98,246.39,247.9,242.98,199520000.0
1987-11-25,246.42,244.1,246.54,244.08,139780000.0
1987-11-27,244.11,240.34,244.12,240.34,86360000.0
1987-11-30,240.27,230.3,240.34,225.75,268910000.0
1987-12-01,230.32,232.0,234.02,230.3,149870000.0
1987-12-02,232.01,233.45,234.56,230.31,148890000.0
1987-12-03,233.46,225.21,233.9,225.21,204160000.0
1987-12-04,225.2,223.92,225.77,221.24,184800000.0
1987-12-07,223.98,228.76,228.77,223.92,146660000.0
1987-12-08,228.77,234.91,234.92,228.69,227310000.0
1987-12-09,234.91,238.89,240.09,233.83,231430000.0
1987-12-10,238.89,233.57,240.05,233.4,188960000.0
1987-12-11,233.6,235.32,235.48,233.35,151680000.0
1987-12-14,235.3,242.19,242.34,235.04,187680000.0
1987-12-15,242.19,242.81,245.59,241.31,214970000.0
1987-12-16,242.81,248.08,248.11,242.8,193820000.0
1987-12-17,248.08,242.98,248.6,242.96,191780000.0
1987-12-18,243.01,249.16,249.18,243.01,276220000.0
1987-12-21,249.14,249.54,250.25,248.3,161790000.0
1987-12-22,249.56,249.95,249.97,247.01,192650000.0
1987-12-23,249.96,253.16,253.35,249.95,203110000.0
1987-12-24,253.13,252.03,253.16,251.68,108800000.0
1987-12-28,252.01,245.57,252.02,244.19,131220000.0
1987-12-29,245.58,244.59,245.88,244.28,111580000.0
1987-12-30,244.63,247.86,248.06,244.59,149230000.0
1987-12-31,247.84,247.08,247.86,245.22,170140000.0
1988-01-04,247.1,255.94,256.44,247.08,181810000.0
1988-01-05,255.95,258.63,261.78,255.95,209520000.0
1988-01-06,258.64,258.89,259.79,257.18,169730000.0
1988-01-07,258.87,261.07,261.32,256.18,175360000.0
1988-01-08,261.05,243.4,261.07,242.95,197300000.0
1988-01-11,243.38,247.49,247.51,241.07,158980000.0
1988-01-12,247.44,245.42,247.49,240.46,165730000.0
1988-01-13,245.41,245.81,249.25,241.41,154020000.0
1988-01-14,245.83,245.88,247.0,243.97,140570000.0
1988-01-15,246.02,252.05,253.65,245.88,197940000.0
1988-01-18,252.05,251.88,252.86,249.98,135100000.0
1988-01-19,251.84,249.32,253.33,248.75,153550000.0
1988-01-20,249.31,242.63,249.32,241.14,181660000.0
1988-01-21,242.65,243.14,244.25,240.17,158080000.0
1988-01-22,243.14,246.5,246.5,243.14,147050000.0
1988-01-25,246.53,252.17,252.87,246.5,275250000.0
1988-01-26,252.13,249.57,252.17,249.1,138380000.0
1988-01-27,249.58,249.38,253.02,248.5,176360000.0
1988-01-28,249.39,253.29,253.66,249.38,166430000.0
1988-01-29,253.31,257.07,257.07,252.7,211880000.0
1988-02-01,257.05,255.04,258.27,254.93,210660000.0
1988-02-02,255.05,255.57,256.08,252.8,164920000.0
1988-02-03,255.56,252.21,256.98,250.56,237270000.0
1988-02-04,252.2,252.21,253.03,250.34,186490000.0
1988-02-05,252.22,250.96,253.85,250.9,161310000.0
1988-02-08,250.95,249.1,250.96,247.82,168850000.0
1988-02-09,249.11,251.72,251.72,248.66,162350000.0
1988-02-10,251.74,256.66,256.92,251.72,187980000.0
1988-02-11,256.63,255.95,257.77,255.12,200760000.0
1988-02-12,255.95,257.63,258.86,255.85,177190000.0
1988-02-16,257.61,259.83,259.84,256.57,135380000.0
1988-02-17,259.94,259.21,261.47,257.83,176830000.0
1988-02-18,258.82,257.91,259.6,256.9,151430000.0
1988-02-19,257.9,261.61,261.61,257.62,180300000.0
1988-02-22,261.6,265.64,266.06,260.88,178930000.0
1988-02-23,265.62,265.02,266.12,263.11,192260000.0
1988-02-24,265.01,264.43,266.25,263.87,212730000.0
1988-02-25,264.39,261.58,267.75,261.05,213490000.0
1988-02-26,261.56,262.46,263.0,261.38,158060000.0
1988-02-29,262.46,267.82,267.82,262.46,236050000.0
1988-03-01,267.82,267.22,267.95,265.39,199990000.0
1988-03-02,267.23,267.98,268.75,267.0,199630000.0
1988-03-03,267.98,267.88,268.4,266.82,203310000.0
1988-03-04,267.87,267.3,268.4,264.72,201410000.0
1988-03-07,267.28,267.38,267.69,265.94,152980000.0
1988-03-08,267.38,269.43,270.06,267.38,237680000.0
1988-03-09,269.46,269.06,270.76,268.65,210900000.0
1988-03-10,269.07,263.84,269.35,263.8,197260000.0
1988-03-11,263.85,264.94,264.94,261.27,200020000.0
1988-03-14,264.93,266.37,266.55,264.52,131890000.0
1988-03-15,266.34,266.13,266.41,264.92,133170000.0
1988-03-16,266.11,268.65,268.68,264.81,153590000.0
1988-03-17,268.66,271.22,271.22,268.65,211920000.0
1988-03-18,271.22,271.12,272.64,269.76,245750000.0
1988-03-21,271.1,268.74,271.12,267.42,128830000.0
1988-03-22,268.73,268.84,269.61,267.9,142000000.0
1988-03-23,268.81,268.91,269.79,268.01,167370000.0
1988-03-24,268.91,263.35,268.91,262.48,184910000.0
1988-03-25,263.34,258.51,263.44,258.12,163170000.0
1988-03-28,258.5,258.06,258.51,256.07,142820000.0
1988-03-29,258.11,260.07,260.86,258.06,152690000.0
1988-03-30,260.06,258.07,261.59,257.92,151810000.0
1988-03-31,258.03,258.89,259.03,256.16,139870000.0
1988-04-04,258.89,256.09,259.06,255.68,182240000.0
1988-04-05,256.1,258.51,258.52,256.03,135290000.0
1988-04-06,258.52,265.49,265.5,258.22,189760000.0
1988-04-07,265.51,266.16,267.32,265.22,177840000.0
1988-04-08,266.15,269.43,270.22,266.11,169300000.0
1988-04-11,269.43,270.16,270.41,268.61,146370000.0
1988-04-12,269.88,271.37,272.05,269.66,146400000.0
1988-04-13,271.33,271.58,271.7,269.23,185120000.0
1988-04-14,271.55,259.75,271.57,259.37,211810000.0
1988-04-15,259.74,259.77,260.39,255.97,234160000.0
1988-04-18,259.75,259.21,259.81,258.03,144650000.0
1988-04-19,259.24,257.92,262.38,257.91,161910000.0
1988-04-20,257.91,256.13,258.54,256.12,147590000.0
1988-04-21,256.15,256.42,260.44,254.71,168440000.0
1988-04-22,256.45,260.14,261.16,256.42,152520000.0
1988-04-25,260.15,262.51,263.29,260.14,156950000.0
1988-04-26,262.45,263.93,265.06,262.18,152300000.0
1988-04-27,263.94,263.8,265.09,263.45,133810000.0
1988-04-28,263.79,262.61,263.8,262.22,128680000.0
1988-04-29,262.59,261.33,262.61,259.97,135620000.0
1988-05-02,261.36,261.56,261.56,259.99,136470000.0
1988-05-03,261.55,263.0,263.7,261.55,176920000.0
1988-05-04,263.05,260.32,263.23,260.31,141320000.0
1988-05-05,260.3,258.79,260.32,258.13,171840000.0
1988-05-06,258.8,257.48,260.31,257.03,129080000.0
1988-05-09,257.47,256.54,258.22,255.45,166320000.0
1988-05-10,256.53,257.62,258.3,255.93,131200000.0
1988-05-11,257.6,253.31,257.62,252.32,176720000.0
1988-05-12,253.32,253.85,254.87,253.31,143880000.0
1988-05-13,253.88,256.78,256.83,253.85,147240000.0
1988-05-16,256.75,258.71,258.71,256.28,155010000.0
1988-05-17,258.72,255.39,260.2,255.35,133850000.0
1988-05-18,255.4,251.35,255.67,250.73,209420000.0
1988-05-19,251.36,252.57,252.57,248.85,165160000.0
1988-05-20,252.61,253.02,253.7,251.79,120600000.0
1988-05-23,253.0,250.83,253.02,249.82,102640000.0
1988-05-24,250.84,253.51,253.51,250.83,139930000.0
1988-05-25,253.52,253.76,255.34,253.51,138310000.0
1988-05-26,253.75,254.63,254.98,253.52,164260000.0
1988-05-27,254.62,253.42,254.63,252.74,133590000.0
1988-05-31,253.44,262.16,262.16,253.42,247610000.0
1988-06-01,262.16,266.69,267.43,262.1,234560000.0
1988-06-02,266.65,265.33,266.71,264.12,193540000.0
1988-06-03,265.34,266.45,267.11,264.42,189600000.0
1988-06-06,266.46,267.05,267.05,264.97,152460000.0
1988-06-07,267.02,265.17,267.28,264.5,168710000.0
1988-06-08,265.32,271.52,272.01,265.17,310030000.0
1988-06-09,271.5,270.2,272.29,270.19,235160000.0
1988-06-10,270.22,271.26,273.21,270.2,155710000.0
1988-06-13,271.28,271.43,271.94,270.53,125310000.0
1988-06-14,271.58,274.3,276.14,271.44,227150000.0
1988-06-15,274.29,274.45,274.45,272.75,150260000.0
1988-06-16,274.44,269.77,274.45,268.76,161550000.0
1988-06-17,269.79,270.68,270.77,268.09,343920000.0
1988-06-20,270.67,268.94,270.68,268.59,116750000.0
1988-06-21,268.95,271.67,271.67,267.52,155060000.0
1988-06-22,271.69,275.66,276.88,271.67,217510000.0
1988-06-23,275.62,274.82,275.89,274.26,185770000.0
1988-06-24,274.81,273.78,275.19,273.53,179880000.0
1988-06-27,273.78,269.06,273.79,268.85,264410000.0
1988-06-28,269.07,272.31,272.8,269.06,152370000.0
1988-06-29,272.32,270.98,273.01,269.49,159590000.0
1988-06-30,271.0,273.5,273.51,270.97,227410000.0
1988-07-01,273.5,271.78,273.8,270.78,238330000.0
1988-07-05,271.78,275.81,275.81,270.51,171790000.0
1988-07-06,275.8,272.02,276.36,269.92,189630000.0
1988-07-07,272.0,271.78,272.05,269.31,156100000.0
1988-07-08,271.76,270.02,272.31,269.86,136070000.0
1988-07-11,270.03,270.55,271.64,270.02,123300000.0
1988-07-12,270.54,267.85,270.7,266.96,161650000.0
1988-07-13,267.87,269.32,269.46,266.12,218930000.0
1988-07-14,269.33,270.26,270.69,268.58,172410000.0
1988-07-15,270.23,272.05,272.06,269.53,199710000.0
1988-07-18,271.99,270.51,272.05,268.66,156210000.0
1988-07-19,270.49,268.47,271.21,267.01,144110000.0
1988-07-20,268.52,270.0,270.24,268.47,151990000.0
1988-07-21,269.99,266.66,270.0,266.66,149460000.0
1988-07-22,266.65,263.5,266.66,263.29,148880000.0
1988-07-25,263.49,264.68,265.17,263.03,215140000.0
1988-07-26,264.7,265.19,266.09,264.32,121960000.0
1988-07-27,265.18,262.5,265.83,262.48,135890000.0
1988-07-28,262.52,266.02,266.55,262.5,154570000.0
1988-07-29,266.04,272.02,272.02,266.02,192340000.0
1988-08-01,272.03,272.21,272.8,271.21,138170000.0
1988-08-02,272.19,272.06,273.68,270.37,166660000.0
1988-08-03,272.03,272.98,273.42,271.15,203590000.0
1988-08-04,273.0,271.93,274.2,271.77,157240000.0
1988-08-05,271.7,271.15,271.93,270.08,113400000.0
1988-08-08,271.13,269.98,272.47,269.93,148800000.0
1988-08-09,270.0,266.49,270.2,265.06,200710000.0
1988-08-10,266.43,261.9,266.49,261.03,200950000.0
1988-08-11,261.92,262.75,262.77,260.34,173000000.0
1988-08-12,262.7,262.55,262.94,261.37,176960000.0
1988-08-15,262.49,258.69,262.55,258.68,128560000.0
1988-08-16,258.68,260.56,262.61,257.5,162790000.0
1988-08-17,260.57,260.77,261.84,259.33,169500000.0
1988-08-18,260.76,261.03,262.76,260.75,139820000.0
1988-08-19,261.05,260.24,262.27,260.23,122370000.0
1988-08-22,260.24,256.98,260.71,256.94,122250000.0
1988-08-23,256.99,257.09,257.86,256.53,119540000.0
1988-08-24,257.16,261.13,261.13,257.09,127800000.0
1988-08-25,261.1,259.18,261.13,257.56,127640000.0
1988-08-26,259.18,259.68,260.15,258.87,89240000.0
1988-08-29,259.68,262.33,262.56,259.68,99280000.0
1988-08-30,262.33,262.51,263.18,261.53,108720000.0
1988-08-31,262.51,261.52,263.8,261.21,130480000.0
1988-09-01,261.52,258.35,261.52,256.98,144090000.0
1988-09-02,258.35,264.48,264.9,258.35,159840000.0
1988-09-06,264.42,265.59,265.94,264.4,122250000.0
1988-09-07,265.62,265.87,266.98,264.93,139590000.0
1988-09-08,265.87,265.88,266.54,264.88,149380000.0
1988-09-09,265.88,266.84,268.26,263.66,141540000.0
1988-09-12,266.85,266.47,267.64,266.22,114880000.0
1988-09-13,266.45,267.43,267.43,265.22,162490000.0
1988-09-14,267.5,269.31,269.47,267.41,177220000.0
1988-09-15,269.3,268.13,269.78,268.03,161210000.0
1988-09-16,268.13,270.65,270.81,267.33,211110000.0
1988-09-19,270.64,268.82,270.65,267.41,135770000.0
1988-09-20,268.83,269.73,270.07,268.5,142220000.0
1988-09-21,269.76,270.16,270.64,269.48,127400000.0
1988-09-22,270.19,269.18,270.58,268.26,150670000.0
1988-09-23,269.16,269.76,270.31,268.28,145100000.0
1988-09-26,269.77,268.88,269.8,268.61,116420000.0
1988-09-27,268.89,268.26,269.36,268.01,113010000.0
1988-09-28,268.22,269.08,269.08,267.77,113720000.0
1988-09-29,269.09,272.59,273.02,269.08,155790000.0
1988-09-30,272.55,271.91,274.87,271.66,175750000.0
1988-10-03,271.89,271.38,271.91,268.84,130380000.0
1988-10-04,271.37,270.62,271.79,270.34,157760000.0
1988-10-05,270.63,271.86,272.45,270.08,175130000.0
1988-10-06,271.87,272.39,272.39,271.3,153570000.0
1988-10-07,272.38,278.07,278.07,272.37,216390000.0
1988-10-10,278.06,278.24,278.69,277.1,124660000.0
1988-10-11,278.15,277.93,278.24,276.33,140900000.0
1988-10-12,277.91,273.98,277.93,273.05,154840000.0
1988-10-13,273.95,275.22,275.83,273.39,154530000.0
1988-10-14,275.27,275.5,277.01,274.08,160240000.0
1988-10-17,275.48,276.41,276.65,275.01,119290000.0
1988-10-18,276.43,279.38,279.39,276.41,162500000.0
1988-10-19,279.4,276.97,280.53,274.41,186350000.0
1988-10-20,276.97,282.88,282.88,276.93,189580000.0
1988-10-21,282.88,283.66,283.66,281.16,195410000.0
1988-10-24,283.63,282.28,283.95,282.28,170590000.0
1988-10-25,282.28,282.38,282.84,281.87,155190000.0
1988-10-26,282.37,281.38,282.52,280.54,181550000.0
1988-10-27,281.35,277.28,281.38,276.0,196540000.0
1988-10-28,277.29,278.53,279.48,277.28,146300000.0
1988-10-31,278.54,278.97,279.39,277.14,143460000.0
1988-11-01,278.97,279.06,279.57,278.01,151250000.0
1988-11-02,279.07,279.06,279.45,277.08,161300000.0
1988-11-03,279.04,279.2,280.37,279.04,152980000.0
1988-11-04,279.11,276.31,279.2,276.31,143580000.0
1988-11-07,276.3,273.93,276.31,273.62,133870000.0
1988-11-08,273.95,275.15,275.8,273.93,141660000.0
1988-11-09,275.14,273.33,275.15,272.15,153140000.0
1988-11-10,273.32,273.69,274.37,272.98,128920000.0
1988-11-11,273.65,267.92,273.69,267.92,135500000.0
1988-11-14,267.93,267.72,269.25,266.79,142900000.0
1988-11-15,267.73,268.34,268.75,267.72,115170000.0
1988-11-16,268.41,263.82,268.41,262.85,161710000.0
1988-11-17,264.61,264.6,265.63,263.45,141280000.0
1988-11-18,264.6,266.47,266.62,264.6,119320000.0
1988-11-21,266.35,266.22,266.47,263.41,120430000.0
1988-11-22,266.19,267.21,267.85,265.42,127000000.0
1988-11-23,267.22,269.0,269.56,267.21,112010000.0
1988-11-25,268.99,267.23,269.0,266.47,72090000.0
1988-11-28,267.22,268.64,268.98,266.97,123480000.0
1988-11-29,268.6,270.91,271.31,268.13,127420000.0
1988-11-30,270.91,273.7,274.36,270.9,157810000.0
1988-12-01,273.68,272.49,273.7,272.27,129380000.0
1988-12-02,272.49,271.81,272.49,270.47,124610000.0
1988-12-05,274.93,274.93,275.62,271.81,144660000.0
1988-12-06,274.93,277.59,277.89,274.62,158340000.0
1988-12-07,277.59,278.13,279.01,277.34,148360000.0
1988-12-08,278.13,276.59,278.13,276.55,124150000.0
1988-12-09,276.57,277.03,277.82,276.34,133770000.0
1988-12-12,277.03,276.52,278.82,276.52,124160000.0
1988-12-13,276.52,276.31,276.52,274.58,132340000.0
1988-12-14,276.31,275.31,276.31,274.58,132350000.0
1988-12-15,275.32,274.28,275.62,274.01,136820000.0
1988-12-16,274.28,276.29,276.29,274.28,196480000.0
1988-12-19,276.29,278.91,279.31,275.61,162250000.0
1988-12-20,278.91,277.47,280.45,277.47,161090000.0
1988-12-21,277.47,277.38,277.83,276.3,147250000.0
1988-12-22,277.38,276.87,277.89,276.86,150510000.0
1988-12-23,276.87,277.87,277.99,276.87,81760000.0
1988-12-27,277.87,276.83,278.09,276.74,87490000.0
1988-12-28,276.83,277.08,277.55,276.17,110630000.0
1988-12-29,277.08,279.4,279.42,277.08,131290000.0
1988-12-30,279.39,277.72,279.78,277.72,127210000.0
1989-01-03,277.72,275.31,277.72,273.81,128500000.0
1989-01-04,275.31,279.43,279.75,275.31,149700000.0
1989-01-05,279.43,280.01,281.51,279.43,174040000.0
1989-01-06,280.01,280.67,282.06,280.01,161330000.0
1989-01-09,280.67,280.98,281.89,280.32,163180000.0
1989-01-10,280.98,280.38,281.58,279.44,140420000.0
1989-01-11,280.38,282.01,282.01,280.21,148950000.0
1989-01-12,282.01,283.17,284.63,282.01,183000000.0
1989-01-13,283.17,283.87,284.12,282.71,132320000.0
1989-01-16,283.87,284.14,284.88,283.63,117380000.0
1989-01-17,284.14,283.55,284.14,283.06,143930000.0
1989-01-18,283.55,286.53,286.87,282.65,187450000.0
1989-01-19,286.53,286.91,287.9,286.14,192030000.0
1989-01-20,286.9,286.63,287.04,285.75,166120000.0
1989-01-23,287.85,284.5,287.98,284.5,141640000.0
1989-01-24,284.5,288.49,288.49,284.5,189620000.0
1989-01-25,288.49,289.14,289.15,287.97,183610000.0
1989-01-26,289.14,291.69,292.62,288.13,212250000.0
1989-01-27,291.69,293.82,296.08,291.69,254870000.0
1989-01-30,293.82,294.99,295.13,293.54,167830000.0
1989-01-31,294.99,297.47,297.51,293.57,194050000.0
1989-02-01,297.47,297.09,298.33,296.22,215640000.0
1989-02-02,297.09,296.84,297.92,295.81,183430000.0
1989-02-03,296.84,296.97,297.66,296.15,172980000.0
1989-02-06,296.97,296.04,296.99,294.96,150980000.0
1989-02-07,296.04,299.63,300.34,295.78,217260000.0
1989-02-08,299.62,298.65,300.57,298.41,189420000.0
1989-02-09,298.65,296.06,298.79,295.16,224220000.0
1989-02-10,296.06,292.02,296.06,291.96,173560000.0
1989-02-13,292.02,292.54,293.07,290.88,143520000.0
1989-02-14,292.54,291.81,294.37,291.41,150610000.0
1989-02-15,291.81,294.24,294.42,291.49,154220000.0
1989-02-16,294.24,294.81,295.15,294.22,177450000.0
1989-02-17,294.81,296.76,297.12,294.69,159520000.0
1989-02-21,296.76,295.98,297.04,295.16,141950000.0
1989-02-22,295.98,290.91,295.98,290.76,163140000.0
1989-02-23,290.91,292.05,292.05,289.83,150370000.0
1989-02-24,292.05,287.13,292.05,287.13,160680000.0
1989-02-27,287.13,287.82,288.12,286.26,139900000.0
1989-02-28,287.82,288.86,289.42,287.63,147430000.0
1989-03-01,288.86,287.11,290.28,286.46,177210000.0
1989-03-02,287.11,289.95,290.32,287.11,161980000.0
1989-03-03,289.94,291.18,291.18,289.44,151790000.0
1989-03-06,291.2,294.81,294.81,291.18,168880000.0
1989-03-07,294.81,293.87,295.16,293.5,172500000.0
1989-03-08,293.87,294.08,295.62,293.51,167620000.0
1989-03-09,294.08,293.93,294.69,293.85,143160000.0
1989-03-10,293.93,292.88,293.93,291.6,146830000.0
1989-03-13,292.88,295.32,296.18,292.88,140460000.0
1989-03-14,295.32,295.14,296.29,294.63,139970000.0
1989-03-15,295.14,296.67,296.78,295.14,167070000.0
1989-03-16,296.67,299.44,299.99,296.66,196040000.0
1989-03-17,299.44,292.69,299.44,291.08,242900000.0
1989-03-20,292.69,289.92,292.69,288.56,151260000.0
1989-03-21,289.92,291.33,292.38,289.92,142010000.0
